tweet	label	length	fold
then i guess it's time to make all the people you follow give you a reply abfb	1	0.39	4
haha ! my mind doesn't play tricks with me though omg man what's wrong with you ! ? haaw no ! you promised them  for  thingys ! !	1	0.645	5
stay texting these  people and not talking to anyone else	1	0.285	1
thoughts during school when is it lunch time	1	0.22	2
k higgs , bring them to me	0	0.13	3
procurement analyst at irs ( boise , id job summary : reclamation is a contemporary water man ...	0	0.485	2
last time out as a college freshman #spongebob	0	0.23	4
haggarty is gonna #beatyourass #thenyourgirlfriends	1	0.255	2
where's the album gonna be sold ? ? i wanna get my hands on it , but i dont know about getting it online , incase it comes late	1	0.635	2
tiffany frames are . by them self i want versace frames their wayy cute on me	1	0.385	5
the things he say sweep me off my feet	1	0.19	3
treat me too rt  im buying myself new flats tomorrow and im goin to treat myself on friday	1	0.45	2
is so glad that she got to see  ,  , and  the other day	1	0.275	1
book design and production ( paperback if you are a writer working with a publisher ( large or small ) or if you ...	0	0.58	1
omega-caps - for medium dogs (  softgel capsules omega caps is specially formulated with a comprehensive blen ...	0	0.565	2
hello there , thanks for the follow	1	0.175	5
post honey bunches of oats raisin medley ,  - ounce ( pack of	0	0.305	1
the worst way to miss a person is to be sitting right beside them knowing things will never be the same .	0	0.525	5
nooo i wanted j marie to go through ! ! #thevoiceuk	0	0.255	4
now my honey dip  is mad at me	0	0.15	5
i feel ya girl ... it's taking forrrever to listen to my precious jason aldean	0	0.39	2
got me these thou	1	0.085	5
so frustrated with myself right now	0	0.175	2
on an adventure with megan !	1	0.14	3
#justrememberthat i've always been there for you , even when you needed to be there for me	0	0.45	1
rt @ an outstanding medicine to relieve gas , pressure , bloating and discomfort related to gas build-up . ra ...	1	0.565	2
we'll have a white picket fence house in the black suburbs	1	0.29	5
speaking at purple door saturday cant even wait ! ! :d i cant wait to see god change lives ! ! :d	1	0.485	1
i keep accidently calling youu ! but sameee we needa hangout !	0	0.31	4
"""  there's no truth to the smiths reunion rumours . story and details to follow "" nooo"	0	0.43	2
why can't things ever work out between us #wishfulthinking	0	0.29	3
please , read this . i've done this for you . you will not regret	1	0.325	2
your the book bender mateyyy and thinking your twitter name is very appropriate frizz head	1	0.45	1
i want some cheese cake buh i cant have none	0	0.22	1
why can't i be average height and filipino and white like you ...	0	0.325	5
follow and il follow back	1	0.125	2
no but i am in i . s lol	0	0.12	1
i couldn't make it last ngt but ken we won but no sure of final score ! ! #canywaittohumpyouboys	1	0.48	1
fake nails = no guitar for a few days	0	0.185	5
i become indian then	0	0.1	4
pleseee follow me ! ! ! for me you are so awesome #	1	0.255	2
yeah good boy , u stay there looking like a stranger whilst i talk to myyy good friend alex	1	0.455	5
another doctors appointment for tomorrow arvo and then my reward a will over due hair cut . exciting	1	0.5	3
"""  just in case anyone cared . "" i did"	1	0.19	5
now i don't have anything to look forward to on a weekly basis .	0	0.32	4
retweet this if you love twitter more than facebook [ follow me i follow back ]	1	0.395	5
rt for a shoutout ) follow for a followback )	1	0.225	2
""" ayee tomorrow / "" bitch shut up you know damn well you aint bouta do shit ."	1	0.385	4
watching bolt and checking out songs on itunes	1	0.23	1
i would ! ! but i'm at school	0	0.145	1
i know right ! i miss you dawg lol i'll try to find you tomorrow	1	0.32	4
just hit , followers on twitter &  facebook likes - much love to everyone ! brilliant job guys !	1	0.48	5
my car broke down at school today #stupidford	0	0.225	4
i wantz me pooorple bag back from me bro	0	0.2	2
power of the tongue touch n agree wit me ! !  believers is all yu need	1	0.35	2
backache , headache , sore throat & stabbing pain in my tummy #great	0	0.34	5
smart kid's : gameclub ( video game a virtual preschool in the palm of your hands ! this title is filled with fun ...	0	0.585	3
are you mad at me ?	0	0.095	2
; lols ; thank you so much	1	0.13	4
still suffering with a hangover , there is no way i could face ' red army ' chants at the riverside today or drive there #utb	0	0.625	4
#heatfans will still talk ish , winning or losing [ im one of them ]	1	0.34	4
im sure youll purchase something before the week is over lol and yea me  . if i need your fashion advice ill let you know	1	0.605	5
hey please follow me i will follow u back xoxox	1	0.235	3
i know , it always ends up being me that breaks them #broke	0	0.295	1
askjksjfdskl finally ! i've been looking everywhere for it ! thanks	1	0.335	1
battery hstnn-lb  for hp / compaq (  mah , denaq cell count :  capacity : mah compatible parts : - ...	0	0.51	4
creative close-ups : digital photography tips and techniques ( paperback the essential guide for digital macro p ...	0	0.58	4
help choose the best ways to engage community  fixed thoughts are in and vote is open .	1	0.435	1
"humidor design skin decal sticker for apple macbook  "" "" white unibody ( no separate trackpad released in  ..."	0	0.55	1
abashrk she's following me :d =) ) yni mub bs enf ' na =) ' (	0	0.305	5
yep i knew all the songs but it took forever to finally get the cd i was so happy when i got it :d	1	0.49	1
edgar cayce on the power of color , stones , and crystals ( mass market paperback drawing on the readings of edga ...	0	0.585	5
please liam follow me ) ) i love u and ur voice ) ) ) follow me	1	0.315	1
goodnite finnaly the table has make by heelit atsw amin	1	0.275	4
i'm a big girl got no secrets this time	1	0.195	5
yeah ahaha ! where you from ?	1	0.145	3
when my brother mocks me < < < that mess makes me mad	0	0.265	3
aweee this is one of the times you leave me speechless <	1	0.28	3
you say goodmorning when its midnyt ) happy monthsary :d	1	0.28	3
islands of hell : the u . s . marines in the western pacific , - ( hardcover by the summer of  the tide ...	0	0.535	2
wilderness family naturals palm oil , natural , .- ounce jars ( pack of	0	0.355	3
"genghis khan ( koei pc . "" diskette box version genghis khan began life with nothing but an obsession for an o ..."	0	0.57	3
hehe :p how are you ? haven't talked in a while ... xx	1	0.27	1
, followers ? rt rt rt please	1	0.145	4
i really want a job but im only  . i need moneyyy .	0	0.255	2
awwweee my baby got me some juicy couture ! ! i feel oh so special .	1	0.34	1
rt  rt  this part right here #toystory	0	0.19	4
snowmen border stamp papercraft , scrapbooking ( source book snowmen border stamp . sarasota stampsunique and tim ...	0	0.585	2
kikkerland solar-powered double rainbow maker ( kitchen rainbow maker double	0	0.38	4
#sometimesijustwant stop thinking about homework . esen , about you . haha	0	0.37	4
getting ready w / o my friends is a  times faster but a hell of a lot less fun miss those days	0	0.47	1
heart full of soul ( snys ) ( dig ) ( audio cd krishna das , heart full of soul	0	0.395	4
chiyogami  / x  blue parasols (  pack this colorful patterned paper features a cream background and fall ...	0	0.54	3
going to watch the /	0	0.1	2
very true ... but how do u manage ... since u grab the seat of two ? ? ? tell ... tell .. hehehe	1	0.48	4
marvin only notices the regular fans he meets all the time , argh what is life	0	0.39	3
what do you mean ? ?	1	0.1	5
made my whole day	1	0.085	1
come to mexico and buy all you want of danettes	1	0.235	4
rt    great to meet you both in person today ! #ons <- same here !	1	0.33	5
i think its time for bed , im tired and sore goodnite	1	0.265	5
yes but we live in completely separate worlds	0	0.225	3
booo play anyway	1	0.08	2
ight well my th tweet goes too ..  annd	1	0.195	4
everyone is saying  followed them , he didnt follow me wahh ! also .. #australiamissesjustin xxx	0	0.48	3
#teamalwayswinning	1	0.09	2
#rt john cusack finally gets hollywood star ( pics actor john cusack has finally received a hollywood star , aft ...	0	0.58	1
goodmorning followerss say it bacl please ?	1	0.215	3
can anyone recommend me some good books that are as interesting as the hunger games ? xx	1	0.44	2
hp ipaq  directsync - complete essentials kit ( european outlet plug , cleartouch crystal the directsync - co ...	0	0.565	4
the fungi , second edition ( paperback the fungi are one of the great groups of living organisms , comparable in ...	0	0.58	3
a wild rabbit	1	0.065	5
now you are making me blush mrs  thank you	1	0.21	2
#thanksbrothanks and i heard . #luckybitch you're there with my husband and a bunch of my friends .	0	0.495	5
"stylecraft  "" x  "" spaced board and batten mahogany exterior shutters ( pair custom-made . southern styling . a ..."	0	0.575	2
that sucks so what movie did u choose	0	0.185	5
i love that song almost as much as i love you	1	0.225	4
a good neighbor is one that doesn't put a password on their wi-fi .	1	0.335	5
no , i've seen this ep so so many times	1	0.195	3
an entrepreneur's guide to #socialmedia ( part  standing out from the crowd  via  ^ le	0	0.43	3
long distance relationships suck my fridge is all the way downstairs #icanttakethisanymore	0	0.45	5
of course my phone decided to be an asshole . i bbmd you . pop when you're not busy lovely ! xx	0	0.475	3
"x custom picture frame / poster frame . "" wide complete blue colori smooth frame (  this frame is ma ..."	0	0.52	4
monroe  quick-strut complete strut assembly ( misc . the revolutionary monroe quick-strut unit is the firs ...	0	0.55	5
radtech sleevz form fitting optex sleeve for ipad ( green radtech sleevz form fitting optex sleeve for ipad - green	0	0.575	5
clorox readymop , starter kit ,  kit ( pack of  ) ( health and beauty  kit includes :  mop (  inch fully assemb ...	0	0.575	5
you steal my heart with a simple hello , then you kill it with a dreadful goodbye #ping	0	0.435	1
#nuevo dasoul the prophet pa que lo disfrute ( prod . by la magic room descargar / bajar : ...  via	0	0.495	1
call me please	1	0.07	2
"x custom picture frame / poster frame  "" wide complete brown candlewick frame ( wboak this frame is manufa ..."	0	0.55	3
well we're back first event is on may nd in wheaton	1	0.255	2
wats on my todo list today.um lets see .money  . money .money .money  . all da otha bs	1	0.43	3
done check your fb's . thank you sooo muchhh ! ! !	1	0.25	3
i found the third rail of facebook statuses : teacher jokes	1	0.295	2
if you only knew ...	1	0.1	4
my body , their baby ( perfect paperback can anything compare to the friendship between teenage girls ? when laur ...	0	0.585	5
xantrex powerpack ep emergency jump starter with built-in power inverter and air compressor ( automotive xan ...	0	0.56	3
yea i'm fine . i just go to the bathroom pretty often .. yea you know lol . i'm fine thanks	1	0.455	1
imma talk my daddy into goin .. maybe i'll see you theree	1	0.285	5
people have told me that i've came a long way & made so much progress the past couple of years ... oh this is just the beginning loves	1	0.67	5
skype and oovoo tomorrow night .	0	0.16	3
do you want to know the difference between me and her ? i can make guys smile with my clothes on	1	0.48	5
thank you sammy is going to be so thrilled	1	0.21	1
ah ! well enjoy some well-deserved r i'm good thanks , just about to sit & blog my thoughts on monogamy & polyamory >	1	0.585	5
mkay . can't wait to see you ... if you need help on directions ... just text me .	1	0.41	3
"gigaram gb ( xgb ) ddr - ecc dimm for apple xserve intel xeon "" nehalem "" ( apple #  x mbg / a the ddr  - ..."	0	0.545	3
i just read something ... the writter wrote about his wedding ! it's a wonderful wedding .. i cried with his text ; w b	1	0.595	5
gonna do a test for my new school today , i hope i'll pass the test	1	0.335	3
